"Name";"Size";"ID";"Source";"Color"
"Sorcerer Queen";"M";NA;NA;NA
"Sorrowfish";"T";NA;NA;NA
"Sorrowsworn Demon";"L";NA;NA;NA
"Soul Eater";"M";NA;NA;NA
"Soul Harvester";"H";NA;NA;NA
"Soul Monger";"M";NA;NA;NA
"Soul Reaper";"L";NA;NA;NA
"Soul Shaker";"L";NA;NA;NA
"Soul Taker";"L";NA;NA;NA
"Soulkeeper";"G";NA;NA;NA
"Soulsniffer";"M";NA;NA;NA
"Sour Grub";"T";NA;NA;NA
"Sovereign Knight";"M";NA;NA;NA
"Space Clown";"M";NA;NA;NA
"Space Eel";"S";NA;NA;NA
"Space Guppy";"S";NA;NA;NA
"Space Hamster";"T";NA;NA;NA
"Space Mollymawk";"S";NA;NA;NA
"Space Swine";"M";NA;NA;NA
"Spark";"T";NA;NA;NA
"Spark Lasher";"M";NA;NA;NA
"Sparking Alchemist";"M";NA;NA;NA
"Sparkling";"T";NA;NA;NA
"Spawn of Akyishigal";"M";NA;NA;NA
"Spawn of Alquam";"L";NA;NA;NA
"Spawn of Arbeyach";"M";NA;NA;NA
"Spawn of Chernobog";"L";NA;NA;NA
"Spawn of Draqolath";"M";NA;NA;NA
"Spawn of Graz'zt";"M";NA;NA;NA
"Spawn of Hriggala";"H";NA;NA;NA
"Spawn of Kyuss";"M";NA;NA;NA
"Spawn of Marbas";"L";NA;NA;NA
"Spawn of Orcus";"L";NA;NA;NA
"Spawn of Parzelon";"M";NA;NA;NA
"Spawn of Rhopalocerex";"L";NA;NA;NA
"Speaker to the Darkness";"S";NA;NA;NA
"Spearman";"M";NA;NA;NA
"Spectator";"M";"c036b55e-4132-9828-8d56-08b091e5be1f";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Specter";"M";"2af64d7f-d807-90df-3e9e-61b243197c92";"https://talespire.thunderstore.io/package/isopropanol/MonsterS/";"FALSE"
"Spectral Guardian";"M";NA;NA;NA
"Spectral Hunt (Raiders)";"H";NA;NA;NA
"Spectral Hunt (War Host)";"G";NA;NA;NA
"Spectral King";"L";NA;NA;NA
"Spectral Steed";"L";NA;NA;NA
"Spectral Troll";"L";NA;NA;NA
"Spectre (or Specter)";"M";NA;NA;NA
"Spell Weaver";"M";NA;NA;NA
"Spellcaster";"M";NA;NA;NA
"Spellcaster (Healer)";"M";NA;NA;NA
"Spellcaster (Mage)";"M";NA;NA;NA
"Spellhound";"L";NA;NA;NA
"Spellix Romwod";"S";NA;NA;NA
"Spellskite";"L";NA;NA;NA
"Spellsword";"M";NA;NA;NA
"Spellwurm";"T";NA;NA;NA
"Sperm Whale";"G";NA;NA;NA
"Spider";"T";"e43b9f74-465b-4d6e-bb22-c8074fee2869";"";"TRUE"
"Spider-Eye Goblin";"S";NA;NA;NA
"Spider Crab";"M";NA;NA;NA
"Spider Crystal";"L";NA;NA;NA
"Spider Crystal White Widow";"H";NA;NA;NA
"Spider Dark Defiler";"M";NA;NA;NA
"Spider Dark Psion";"M";NA;NA;NA
"Spider Dark Queen";"L";NA;NA;NA
"Spider Dark Warrior";"M";NA;NA;NA
"Spider Drake";"L";NA;NA;NA
"Spider King";"";NA;NA;NA
"Spider of Leng";"L";NA;NA;NA
"Spider Salt Swarm of Silt Spider";"M";NA;NA;NA
"Spider Shark";"L";NA;NA;NA
"Spider Skull";"T";NA;NA;NA
"Spider Thief";"S";NA;NA;NA
"Spiderfrog";"S";NA;NA;NA
"Spiderstone Golem";"L";NA;NA;NA
"Spiked Tomb Guardian";"M";NA;NA;NA
"Spinder";"S";NA;NA;NA
"Spined Devil";"S";NA;NA;NA
"Spined Devil (Spinagon)";"S";NA;NA;NA
"Spined Devil Scout";"M";NA;NA;NA
"Spined Devil, enhanced";"S";NA;NA;NA
"Spineseeker";"S";NA;NA;NA
"Spinosaurus";"G";NA;NA;NA
"Spire Walker";"T";NA;NA;NA
"Spirit";"M";NA;NA;NA
"Spirit Lamp";"M";NA;NA;NA
"Spirit Naga";"L";NA;NA;NA
"Spirit of the Depths";"H";NA;NA;NA
"Spirit Statue Mascot";"M";NA;NA;NA
"Spirit Troll";"L";NA;NA;NA
"Spirrax";"G";NA;NA;NA
"Spite";"S";NA;NA;NA
"Spitting Mimic";"L";NA;NA;NA
"Spitting Sea Serpent";"L";NA;NA;NA
"Spitting Sliver";"L";NA;NA;NA
"Spitting Spider";"L";NA;NA;NA
"Splugoth the Returned";"S";NA;NA;NA
"Spore Globe";"T";NA;NA;NA
"Spore Lord of Zuggtmoy";"M";NA;NA;NA
"Spore Servant Octopus";"L";NA;NA;NA
"Spore Spreader";"M";NA;NA;NA
"Spore Zombie";"M";NA;NA;NA
"Sporous Crab";"S";NA;NA;NA
"Spotted Hyena";"M";NA;NA;NA
"Spree";"S";NA;NA;NA
"Spriggan";"M";NA;NA;NA
"Spriggan Template";"M";NA;NA;NA
"Spriggan Template (Aluraine)";"M";NA;NA;NA
"Spriggan Template (Blightwood)";"M";NA;NA;NA
"Spriggan Template (Cinderwood)";"M";NA;NA;NA
"Spriggan Template (Kelp)";"M";NA;NA;NA
"Spriggan Template (Rimewood)";"M";NA;NA;NA
"Spriggan Template (Shadowgleam)";"M";NA;NA;NA
"Spring Eladrin";"M";NA;NA;NA
"Spring Eladrin, Elder";"M";NA;NA;NA
"Spring Eladrin, Young";"M";NA;NA;NA
"Sprite";"T";"d89fae7d-1df5-27e3-8db0-ad3665f1282c";"https://talespire.thunderstore.io/package/isopropanol/MonsterS/";"FALSE"
"Sprite Keeper of the Grove";"T";NA;NA;NA
"Sprite Warden of the Grove";"T";NA;NA;NA
"Spurred Water Skate";"L";NA;NA;NA
"Spy";"M";NA;NA;NA
"Spy Agent";"M";NA;NA;NA
"Spy Officer";"M";NA;NA;NA
"Squadron Leader";"M";NA;NA;NA
"Squiddly";"S";NA;NA;NA
"Squire";"M";NA;NA;NA
"Squirrel";"T";NA;NA;NA
"Squirt the Oilcan";"T";NA;NA;NA
"Ssadar";"M";NA;NA;NA
"Ssendam, Lord of Madness";"L";NA;NA;NA
"Ssurran Defiler";"M";NA;NA;NA
"Ssurran Poisoner";"M";NA;NA;NA
"Ssurrans Blackscale Chosen";"L";NA;NA;NA
"Ssurrans Blackscale Warlord";"L";NA;NA;NA
"Ssurrans Blackscale Warrior";"L";NA;NA;NA
"Ssurrans Leader";"M";NA;NA;NA
"Ssurrans Poison Dusk Defiler";"S";NA;NA;NA
"Ssurrans Poison Dusk Headhunter";"S";NA;NA;NA
"Ssurrans Poison Dusk Ranger";"S";NA;NA;NA
"Ssurrans Sandscale Hunter";"M";NA;NA;NA
"Ssurrans Sandscale King Queen";"M";NA;NA;NA
"Ssurrans Sandscale Shaman";"M";NA;NA;NA
"Ssurrans Warrior";"M";NA;NA;NA
"Standard Bearer";"M";NA;NA;NA
"Star-Spawn of Cthulhu";"L";NA;NA;NA
"Star Drake";"L";NA;NA;NA
"Star Lancer";"L";NA;NA;NA
"Star Spawn Grue";"S";NA;NA;NA
"Star Spawn Hulk";"L";NA;NA;NA
"Star Spawn Larva Mage";"M";NA;NA;NA
"Star Spawn Mangler";"M";NA;NA;NA
"Star Spawn Screamer";"M";NA;NA;NA
"Star Spawn Seer";"M";NA;NA;NA
"Stareater";"S";NA;NA;NA
"Starlight Apparition";"M";NA;NA;NA
"Statue of Talos";"L";NA;NA;NA
"Steam Elemental Myrmidon";"M";NA;NA;NA
"Steam Golem";"L";NA;NA;NA
"Steam Mephit";"S";NA;NA;NA
"Steamlet";"T";NA;NA;NA
"Steel Beetle";"L";NA;NA;NA
"Steel Crane";"M";NA;NA;NA
"Steel Defender";"M";NA;NA;NA
"Steel Leaf Kavu";"L";NA;NA;NA
"Steel Predator";"L";NA;NA;NA
"Stegocentipede";"H";NA;NA;NA
"Stegosaurus";"H";NA;NA;NA
"Stegosaurus Zombie";"H";NA;NA;NA
"Stellar Rorqual";"G";NA;NA;NA
"Stench Kow";"L";NA;NA;NA
"Steppe Troll";"L";NA;NA;NA
"Steppe Troll Shaman";"L";NA;NA;NA
"Stirge";"T";"68afb2eb-4809-4bd1-afd2-fc7c18b033b4";"";"TRUE"
"Stirge Queen";"L";NA;NA;NA
"Stirge Skullpiercer";"S";NA;NA;NA
"Stitchface";"M";NA;NA;NA
"Stoker";"M";NA;NA;NA
"Stone Creeper";"M";NA;NA;NA
"Stone Cursed";"M";NA;NA;NA
"Stone Defender";"M";NA;NA;NA
"Stone Drake";"L";NA;NA;NA
"Stone Giant";"H";NA;NA;NA
"Stone Giant Champion of Ogrémoch";"H";NA;NA;NA
"Stone Giant Chief";"H";NA;NA;NA
"Stone Giant Dreamwalker";"H";NA;NA;NA
"Stone Giant Earth Shaman";"H";NA;NA;NA
"Stone Giant Earthsinger";"H";NA;NA;NA
"Stone Giant Elder";"H";NA;NA;NA
"Stone Giant Skirmisher";"H";NA;NA;NA
"Stone Giant Statue";"H";NA;NA;NA
"Stone Giant Thane";"H";NA;NA;NA
"Stone Giant Warden";"H";NA;NA;NA
"Stone Giant Warlock of Ogrémoch";"H";NA;NA;NA
"Stone Golem";"L";"bfecc8c4-7e08-6194-56a3-c88a40f839cc";"https://talespire.thunderstore.io/package/Phenex/Golem_Pack_Phenex/";"TRUE"
"Stone Golem Sentinel";"H";NA;NA;NA
"Stone Guardian Golem";"M";NA;NA;NA
"Stone Juggernaut";"L";NA;NA;NA
"Stone Sorcerer";"M";NA;NA;NA
"Stone Spike";"M";NA;NA;NA
"Stone Strix";"H";NA;NA;NA
"Stone Warrior";"";NA;NA;NA
"Stonebuilder Ooze";"H";NA;NA;NA
"Stonechild";"M";NA;NA;NA
"Stonemelder";"M";NA;NA;NA
"Storm Giant";"H";NA;NA;NA
"Storm Giant Blackguard";"H";NA;NA;NA
"Storm Giant King";"H";NA;NA;NA
"Storm Giant Quintessent";"H";NA;NA;NA
"Storm Giant Skeleton";"H";NA;NA;NA
"Storm Giant Stormguard";"H";NA;NA;NA
"Storm Giant War Caster";"H";NA;NA;NA
"Storm Herald";"M";NA;NA;NA
"Storm Lord";"H";NA;NA;NA
"Storm Maiden";"M";NA;NA;NA
"Storm Priest";"M";NA;NA;NA
"Storm Raven";"T";NA;NA;NA
"Storm Sorcerer";"M";NA;NA;NA
"Storm Spirit";"M";NA;NA;NA
"Stormboar";"L";NA;NA;NA
"Stormrage Shambler";"H";NA;NA;NA
"Stormstalk";"T";NA;NA;NA
"Stormwrack Dragon";"H";NA;NA;NA
"Storoper";"L";NA;NA;NA
"Strahd's Animated Armor";"M";"4ee2ac81-7aa8-8dab-9be2-341f00254a68";"https://talespire.thunderstore.io/package/simsete/CoS_Monster_Pack/";"TRUE"
"Strahd Van Zarovich";"M";NA;NA;NA
"Strahd von Zarovich";"M";NA;NA;NA
"Strahd Zombie";"M";"2cb39d86-60cc-8aed-6206-6505d16a5437";"https://talespire.thunderstore.io/package/simsete/Strahd_Zombie_Mini/";"TRUE"
"Strangle Weed";"L";NA;NA;NA
"Strife Elemental";"M";NA;NA;NA
"Striga";"M";NA;NA;NA
"Strigoi";"M";NA;NA;NA
"Strixhaven Campus Guide";"S";NA;NA;NA
"Strobing Fungus";"M";NA;NA;NA
"Strongheart";"M";"fc8ef785-e92e-b71a-9f40-4a3e2fa0bc1f";"https://talespire.thunderstore.io/package/KaneOfMars/Valors_Call_Pack/";"TRUE"
"Stryx";"T";NA;NA;NA
"Stuhac";"M";NA;NA;NA
"Stygian Fat-Tailed Scorpion";"T";NA;NA;NA
"Stygian Interloper";"M";NA;NA;NA
"Stygian Skeleton";"M";NA;NA;NA
"Styx Devil";"S";NA;NA;NA
"Styx Dragon Wyrmling";"M";NA;NA;NA
"Su-monster";"M";NA;NA;NA
"Su Monster";"M";NA;NA;NA
"Subek";"L";"45e028f7-7dcf-ac83-266c-99c9cfae21c2";"https://talespire.thunderstore.io/package/isopropanol/MonsterS/";"FALSE"
"Subterranean Lizard";"H";NA;NA;NA
"Succubus";"M";"ce7bb31f-2c0d-4445-a722-1fcfd706e3ee";"";"TRUE"
"Succubus Dark Whisperer";"M";NA;NA;NA
"Succubus Incubus";"M";NA;NA;NA
"Sul-Khatesh";"M";NA;NA;NA
"Sul Khatesh";"L";NA;NA;NA
"Suldil Baldoriel";"M";NA;NA;NA
"Sulsha";"L";NA;NA;NA
"Summer Eladrin";"M";NA;NA;NA
"Summer Eladrin, Elder";"M";NA;NA;NA
"Summer Eladrin, Young";"M";NA;NA;NA
"Sun Dragon Wyrmling";"M";NA;NA;NA
"Sun Knight";"M";NA;NA;NA
"Sun Soul Monk";"M";NA;NA;NA
"Sun Spirit, American Indian Avatar";"M";NA;NA;NA
"Sunbird";"G";NA;NA;NA
"Sunder Shaman";"H";NA;NA;NA
"Sundered Woman";"M";NA;NA;NA
"Sung Chiang, Chinese Avatar";"M";NA;NA;NA
"Suniel, Dark Elf Assassin";"M";NA;NA;NA
"Sunscale Lizardfolk";"M";NA;NA;NA
"Sunset Raptor";"M";NA;NA;NA
"Suppurating Ooze";"M";NA;NA;NA
"Supreme Warlord";"M";NA;NA;NA
"Surya, Indian Avatar";"M";NA;NA;NA
"Susanoo, Japanese Avatar";"M";NA;NA;NA
"Sutak";"M";NA;NA;NA
"Suturefly";"T";NA;NA;NA
"Svampyr";"L";NA;NA;NA
"Swamp Adder";"S";NA;NA;NA
"Swamp Lily";"M";NA;NA;NA
"Swamp Naga";"L";NA;NA;NA
"Swampgas Bubble";"M";NA;NA;NA
"Swarm Husk";"M";NA;NA;NA
"Swarm of Animated Books";"M";NA;NA;NA
"Swarm of Ants";"G";NA;NA;NA
"Swarm of Ball Bearings";"M";NA;NA;NA
"Swarm of Banffia";"L";NA;NA;NA
"Swarm of Bats";"M";NA;NA;NA
"Swarm of Bees";"M";NA;NA;NA
"Swarm of Beetles";"M";NA;NA;NA
"Swarm of Blood Ravens";"M";NA;NA;NA
"Swarm of Books";"M";NA;NA;NA
"Swarm of Campestris";"M";NA;NA;NA
"Swarm of Centipedes";"M";NA;NA;NA
"Swarm of Compsognathus";"M";NA;NA;NA
"Swarm of Corpseflies";"M";NA;NA;NA
"Swarm of Cranium Rats";"M";NA;NA;NA
"Swarm of Crawling Claws";"L";NA;NA;NA
"Swarm of Esteron";"M";NA;NA;NA
"Swarm of Flesh Strippers";"M";NA;NA;NA
"Swarm of Flying Caltrops";"M";NA;NA;NA
"Swarm of Flying Snakes";"M";NA;NA;NA
"Swarm of Giant Maggots";"M";NA;NA;NA
"Swarm of Gremishkas";"M";NA;NA;NA
"Swarm of Hoard Scarabs";"M";NA;NA;NA
"Swarm of Insects";"M";NA;NA;NA
"Swarm of Jewel Wasps";"M";NA;NA;NA
"Swarm of Leeches";"M";NA;NA;NA
"Swarm of Maggots";"M";NA;NA;NA
"Swarm of Mechanical Spiders";"M";NA;NA;NA
"Swarm Of Nemicolopterus";"M";NA;NA;NA
"Swarm Of Nemicolopterus Zombies";"M";NA;NA;NA
"Swarm of Parasite Worms";"M";NA;NA;NA
"Swarm of Piranha Ants";"G";NA;NA;NA
"Swarm of Poisonous Snakes";"M";NA;NA;NA
"Swarm of Quippers";"M";NA;NA;NA
"Swarm of Rats";"M";NA;NA;NA
"Swarm of Ravens";"M";NA;NA;NA
"Swarm of Rot Grubs";"M";NA;NA;NA
"Swarm of Scarabs";"M";NA;NA;NA
"Swarm of Skitterlings";"M";NA;NA;NA
"Swarm of Sorrowfish";"M";NA;NA;NA
"Swarm of Spiders";"M";NA;NA;NA
"Swarm of Squirrels";"M";NA;NA;NA
"Swarm of Stirges";"M";NA;NA;NA
"Swarm of Tomb Scarabs";"L";NA;NA;NA
"Swarm of Uncs";"M";NA;NA;NA
"Swarm of Vargouilles";"L";NA;NA;NA
"Swarm of Vipers";"M";NA;NA;NA
"Swarm of Wasps";"M";NA;NA;NA
"Swarm of Wyrmspawn Young";"S";NA;NA;NA
"Swarm of Zombie Limbs";"M";NA;NA;NA
"Swashbuckler";"M";NA;NA;NA
"Swavain Basilisk";"H";NA;NA;NA
"Swolbold";"M";NA;NA;NA
"Sword Archon";"L";NA;NA;NA
"Sword Dancer of Eilistraee";"M";NA;NA;NA
"Sword Spider";"L";NA;NA;NA
"Sword Wraith Commander";"M";NA;NA;NA
"Sword Wraith Deathseeker";"M";NA;NA;NA
"Sword Wraith Warrior";"M";NA;NA;NA
"Sylgar";"H";NA;NA;NA
"Sylvan Stalker";"M";NA;NA;NA
"Tabaxi";"M";NA;NA;NA
"Tabaxi Hunter";"M";NA;NA;NA
"Tabaxi Minstrel";"M";NA;NA;NA
"Taer";"M";NA;NA;NA
"Tai Feng (Commander of King Army)";"M";NA;NA;NA
"Taker";"L";NA;NA;NA
"Talis the White";"M";NA;NA;NA
"Talisolvanar Tally Fellbranch";"M";NA;NA;NA
"Tanarukk";"M";NA;NA;NA
"Tanarukk Firespeaker";"M";NA;NA;NA
"Tanarukk Scarbearer";"M";NA;NA;NA
"Tanazir Quandrix";"G";NA;NA;NA
"Tangle Crawler";"H";NA;NA;NA
"Tangtal";"M";NA;NA;NA
"Tar Beetle";"S";NA;NA;NA
"Tar Ghoul";"M";NA;NA;NA
"Tar Ooze";"L";NA;NA;NA
"Tar Slime";"L";NA;NA;NA
"Tarak";"M";NA;NA;NA
"Tarasca";"L";NA;NA;NA
"Tarasca, Ancient";"G";NA;NA;NA
"Tarasca, Elder";"H";NA;NA;NA
"Tarek";"M";NA;NA;NA
"Tarek Earth Priest Shaman";"M";NA;NA;NA
"Tarek Raider";"M";NA;NA;NA
"Tari";"M";NA;NA;NA
"Tari Animal Handler";"M";NA;NA;NA
"Tari Chieftan";"M";NA;NA;NA
"Tarkanan Assassin";"M";NA;NA;NA
"Tarkun the Desiccated";"M";NA;NA;NA
"Tarrasque";"G";"30e55cf7-7e47-1c0a-8c24-3a63acc46ee7";"https://talespire.thunderstore.io/package/isopropanol/MonsterTU/";"FALSE"
"Tarrasque (Variant)";"M";NA;NA;NA
"Tarul Var";"M";NA;NA;NA
"Tashlyn Yafeera";"M";NA;NA;NA
"Tasloi";"S";NA;NA;NA
"Tasloi Sniper";"S";NA;NA;NA
"Tattooed Corpse";"M";NA;NA;NA
"Taurgen";"L";NA;NA;NA
"Taurusphinx";"L";NA;NA;NA
"Tazelwurm";"L";NA;NA;NA
"Technothug";"M";NA;NA;NA
"Tecuziztecatl";"L";NA;NA;NA
"Tegu";"S";NA;NA;NA
"Telepathic Pentacle";"H";NA;NA;NA
"Tembo";"L";NA;NA;NA
"Tembo (versions 2)";"M";NA;NA;NA
"Tembo Alpha";"L";NA;NA;NA
"Tembo Nightstalker";"M";NA;NA;NA
"Tembril";"L";NA;NA;NA
"Tempe Kadruu";"M";NA;NA;NA
"Tempest Priest";"M";NA;NA;NA
"Templar";"M";NA;NA;NA
"Templar Balic Centurion";"M";NA;NA;NA
"Templar Balic High Praetor";"M";NA;NA;NA
"Templar Balic Legionnaire";"M";NA;NA;NA
"Templar Draj's Jasuan Temple Guard";"M";NA;NA;NA
"Templar Draj's Moon Priest";"M";NA;NA;NA
"Templar Draj's Slaver";"M";NA;NA;NA
"Templar Gulg Judaga";"M";NA;NA;NA
"Templar Gulg Nganga";"M";NA;NA;NA
"Templar Gulg Red Mane";"M";NA;NA;NA
"Templar Nibenay High Consort";"M";NA;NA;NA
"Templar Nibenay Kensai";"M";NA;NA;NA
"Templar Nibenay Shadow Bride";"M";NA;NA;NA
"Templar Raam Amenakst";"M";NA;NA;NA
"Templar Raam High Kuotagha";"M";NA;NA;NA
"Templar Raam Mansabdar";"M";NA;NA;NA
"Templar Ranked";"M";NA;NA;NA
"Templar Ranked High";"M";NA;NA;NA
"Templar Ranked Low";"M";NA;NA;NA
"Templar Tyr Alkatesh";"M";NA;NA;NA
"Templar Tyr Jy'Ahlkar";"M";NA;NA;NA
"Templar Tyr Tyrian Iron Guard";"M";NA;NA;NA
"Templar Urich Cenobite of the Lion God";"M";NA;NA;NA
"Templar Urich Lions of Urich";"M";NA;NA;NA
"Templar Urich Uratuan Knights";"M";NA;NA;NA
"Templar, Grand";"M";NA;NA;NA
"Temple Dog";"M";NA;NA;NA
"Temple Scarab";"T";NA;NA;NA
"Temporal Crawler";"M";NA;NA;NA
"Tendriculos";"H";NA;NA;NA
"Tendril Puppet";"M";NA;NA;NA
"Tent Bird";"L";NA;NA;NA
"Tentacle Whip";"T";NA;NA;NA
"Tentacled Horror";"H";NA;NA;NA
"Tentaghoul";"L";NA;NA;NA
"Teratashia, Demon Princess of Dimensions";"L";NA;NA;NA
"Terenzio Cassalanter";"S";NA;NA;NA
"Termanan Warhorse";"H";NA;NA;NA
"Terror Beast";"S";NA;NA;NA
"Terror Bird";"L";NA;NA;NA
"Tetomatli";"L";NA;NA;NA
"Thalasskoptis, Demon Prince";"L";NA;NA;NA
"Thane";"M";NA;NA;NA
"Thane Kayalithica";"H";NA;NA;NA
"Thaskor";"L";NA;NA;NA
"That Which Cannot Be";"H";NA;NA;NA
"Thavius Kreeg";"M";NA;NA;NA
"Thayan Apprentice";"M";NA;NA;NA
"Thayan Warrior";"M";NA;NA;NA
"The Angel";"L";NA;NA;NA
"The Angry";"M";NA;NA;NA
"The Barbed";"S";NA;NA;NA
"The Bastion";"M";NA;NA;NA
"The Bearer of The Word";"L";NA;NA;NA
"The Butcher";"L";NA;NA;NA
"The Crimson King";"L";NA;NA;NA
"The Cunning";"L";NA;NA;NA
"The Curator, Hell's Collector";"L";NA;NA;NA
"The Demogorgon";"L";NA;NA;NA
"The Drake";"L";NA;NA;NA
"The Emerald Queen";"M";NA;NA;NA
"The Gorgon";"L";NA;NA;NA
"The Green Man";"L";NA;NA;NA
"The Grim";"M";NA;NA;NA
"The Herald of The Word";"L";NA;NA;NA
"The Hungry";"M";NA;NA;NA
"The Hydra";"L";NA;NA;NA
"The Iron";"L";NA;NA;NA
"The Iron Teeth of Baba Yaga";"T";NA;NA;NA
"The Khan";"L";NA;NA;NA
"The Lion";"L";NA;NA;NA
"The Lonely";"M";NA;NA;NA
"The Lord of Blades";"M";NA;NA;NA
"The Lost";"M";NA;NA;NA
"The Lupercal";"L";NA;NA;NA
"The Night";"L";NA;NA;NA
"The Phoenician";"L";NA;NA;NA
"The Praetorian";"L";NA;NA;NA
"The Pudding King";"S";NA;NA;NA
"The Raven";"L";NA;NA;NA
"The Real Devil Strahd";"M";NA;NA;NA
"The Reaper";"L";NA;NA;NA
"The Regent";"L";NA;NA;NA
"The Slaughterer";"L";NA;NA;NA
"The Steel Colossus";"G";NA;NA;NA
"The Sun That Empties Hell, Anathema Ascendant";"H";NA;NA;NA
"The Swift";"L";NA;NA;NA
"The Undying";"M";NA;NA;NA
"The Wolf King";"L";NA;NA;NA
"The Wretched";"S";NA;NA;NA
"Theran Chimera";"L";NA;NA;NA
"Therizinosaurus";"H";NA;NA;NA
"Therizinosaurus Zombie";"H";NA;NA;NA
"Thessalar";"M";NA;NA;NA
"Thessalgorgon";"L";NA;NA;NA
"Thessalheart Construct";"T";NA;NA;NA
"Thessalhydra";"H";NA;NA;NA
"Thessalkraken";"G";NA;NA;NA
"Thessalmera";"L";NA;NA;NA
"Thessaltrice";"M";NA;NA;NA
"Theurge";"M";NA;NA;NA
"Thief";"M";NA;NA;NA
"Thief Lord";"M";NA;NA;NA
"Thief of dreams";"M";NA;NA;NA
"Thin Giant";"H";NA;NA;NA
"Thistling";"T";NA;NA;NA
"Thomas T. Toad";"L";NA;NA;NA
"Thoqqua";"M";NA;NA;NA
"Thorn";"S";NA;NA;NA
"Thorn Slinger";"L";NA;NA;NA
"Thornboldt Thorn Durst";"S";NA;NA;NA
"Thorned Sulfurlord";"H";NA;NA;NA
"Thornheart";"S";NA;NA;NA
"Thornheart Guardian";"L";NA;NA;NA
"Thornpike";"T";NA;NA;NA
"Thorny";"M";"6a122533-0c87-c1a6-fafc-514ac0709618";"https://talespire.thunderstore.io/package/isopropanol/MonsterTU/";"FALSE"
"Thorny Vegepygmy";"M";NA;NA;NA
"Thorvin Twinbeard";"M";NA;NA;NA
"Thought Spy";"M";NA;NA;NA
"Thousand Teeth";"L";NA;NA;NA
"Thrakkus";"M";NA;NA;NA
"Thrax";"M";NA;NA;NA
"Thrax (versions 2)";"M";NA;NA;NA
"Thread-bound Constrictor Snake";"H";NA;NA;NA
"Three-Headed Adult Red Dragon";"H";NA;NA;NA
"Three-Headed Ancient Red Dragon";"G";NA;NA;NA
"Three-headed Clockwork Dragon";"H";NA;NA;NA
"Three-headed Cobra";"L";NA;NA;NA
"Three-Headed Young Red Dragon";"L";NA;NA;NA
"Threskisphinx";"L";NA;NA;NA
"Thri-kreen";"M";NA;NA;NA
"Thri-Kreen";"M";NA;NA;NA
"Thri-kreen Gladiator";"M";NA;NA;NA
"Thri-kreen Hunter";"M";NA;NA;NA
"Thri-kreen Mystic";"M";NA;NA;NA
"Thri-Kreen Psi-Warrior";"M";NA;NA;NA
"Thri-Kreen Psychic Whirlwind";"M";NA;NA;NA
"Thri-Kreen Sandstalker";"M";NA;NA;NA
"Thri-Kreen Spiritual Guide";"M";NA;NA;NA
"Throne Archon";"L";NA;NA;NA
"Throwing Scarab";"T";NA;NA;NA
"Thrummren";"G";NA;NA;NA
"Thuellai";"H";NA;NA;NA
"Thug";"M";NA;NA;NA
"Thug Boss";"M";NA;NA;NA
"Thug Captain";"M";NA;NA;NA
"Thug Enforcer";"M";NA;NA;NA
"Thug Gang Boss";"M";NA;NA;NA
"Thug Spider";"L";NA;NA;NA
"Thulkan";"H";NA;NA;NA
"Thumbstall Knight";"T";NA;NA;NA
"Thunder Orb";"M";NA;NA;NA
"Thunderbeast Skeleton";"H";NA;NA;NA
"Thunderbones";"L";NA;NA;NA
"Thurl Merosska";"M";NA;NA;NA
"Thursir Giant";"L";NA;NA;NA
"Thurstwell Vanthampur";"M";NA;NA;NA
"Tiamat";"G";"ce77526c-241a-ce10-8803-27a2e5541f7b";"https://talespire.thunderstore.io/package/isopropanol/MonsterTU/";"FALSE"
"Tiamat, the Dragon Queen";"G";"ce77526c-241a-ce10-8803-27a2e5541f7b";"https://talespire.thunderstore.io/package/isopropanol/MonsterTU/";"FALSE"
"Tiandi";"M";NA;NA;NA
"Tiberius Inuus";"M";NA;NA;NA
"Tidehunter";"H";NA;NA;NA
"Tigbanua";"M";NA;NA;NA
"Tiger";"L";NA;NA;NA
"Tiger Umber Hulk";"L";NA;NA;NA
"Tikbalang";"L";NA;NA;NA
"Tiktik";"M";NA;NA;NA
"Time Dragon Wyrmling";"M";NA;NA;NA
"Timeless Chronomancer";"M";NA;NA;NA
"Timingila";"G";NA;NA;NA
"Tin Soldier";"S";NA;NA;NA
"Tinkerling";"T";NA;NA;NA
"Tiny Servant";"T";NA;NA;NA
"Tissina Khyret";"M";NA;NA;NA
"Titanoboa";"G";NA;NA;NA
"Titanosaurus";"G";NA;NA;NA
"Titanosaurus Zombie";"G";NA;NA;NA
"Titivilus";"M";NA;NA;NA
"Tlacatecolo";"M";NA;NA;NA
"Tlexolotl";"H";NA;NA;NA
"Tlincalli";"L";NA;NA;NA
"Tlincalli Chieftain";"L";NA;NA;NA
"Tlincalli Shaman";"L";NA;NA;NA
"Tlincalli Witch";"L";NA;NA;NA
"Tloques-Popolocas";"M";NA;NA;NA
"Toad";"T";"2890b867-71a8-4fe9-9894-4f48fcea3f6b";"";"TRUE"
"Toad King";"M";NA;NA;NA
"Tomb Demon";"M";NA;NA;NA
"Tomb Dwarf";"M";NA;NA;NA
"Tomb Guardian";"M";NA;NA;NA
"Tomb Guardian Skeleton";"M";NA;NA;NA
"Tomb Scarab";"T";NA;NA;NA
